;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
834;neutral;working now;11;2;0;0;[];1
835;neutral;just at starbucks with farrah;30;5;0;1;['!'];3
836;neutral; ginniejean theres a lot of mojo all over the place yes;62;12;0;5;['`', '.', '.', '.', '.'];0
837;neutral;third date went wellmoving on to fourth;49;7;0;10;['.', '.', '.', '.', '!', '!', '!', '!', '!', '!'];0
838;negative;mad tired but its the hols i miss chomp chomp terribly;58;11;0;4;['.', '`', '!', '!'];3
839;neutral;is finally starting her assignments;35;5;0;0;[];0
840;positive;good morning ready to start this week;39;7;0;1;['.'];1
841;positive; ive read good things bout it just not feelin it tonight proly finish it tomorrow after star trek;101;18;0;4;['`', '.', '.', ','];5
842;positive;so glad im finally done with finals;37;7;0;2;['`', '!'];2
843;negative;watching that thing you do on comcast missing my boo like crrrrrazy;71;12;0;4;"[""'"", ""'"", '.', '!']";6
844;negative;it just had to rain on me almost a perfect day now my clothes are wet;69;16;0;0;[];1
845;neutral; yeah we only went for days im trying to get back in november with my mom for super soak stars weekend;107;23;0;0;[];0
846;positive; i miss u guys too i prob wont b bk til august sumtime but if i come bk anytime b then ill sure let u kno;114;27;0;5;['`', '.', '.', '.', '!'];4
847;neutral; okay make sure hes alright kk cuidalo let him know hes a got friend in us aha;85;17;0;7;[',', '`', '?', '.', '`', '.', '.'];3
848;neutral;it will if i do it in a round about way i ahve to copy the public contacts into my personal contacts first no big deal;121;26;0;2;['.', '.'];3
849;neutral;trying to figure it out;23;5;0;0;[];0
850;neutral; bob ill update you i had to leave him at the vet for tests and xrays;74;16;0;3;['`', '.', '.'];2
851;neutral;went to see hannah montana movie on saturday loved it still cant work twitter out though;94;17;0;4;['.', '.', '.', '.'];1
852;negative; lol ive done that one b im a victim that lol;53;12;0;4;[',', '`', '`', '!'];0
853;negative;i would slip and fall on the dirty school bathroom floor fml;65;12;0;5;['.', '.', '.', '.', '.'];0
854;positive;just got confirmed that its pizzatime with some ex coworkers on fridaylooking forward to it;99;15;0;5;['-', '-', '.', '.', '.'];1
855;neutral;well paisley has one of those cone things around her headso funny but i feel bad for her;91;18;0;3;['.', '.', '.'];3
856;negative; ugggh idk how to do that but i only wanna stop getting texts from twitterr ilse;84;16;0;1;['-'];1
857;positive;cant wait to november for jobros concert in examination;58;10;0;2;['`', '!'];2
858;neutral; been there done that it always ended up with me selling the machine and going back to my mac;94;19;0;1;['.'];1
859;negative;just came back from watching terminator salvation cathay its soso only not so much action but i feel sorry for marcus though;132;23;0;5;['.', '`', '-', ',', '.'];7
860;neutral;is sitting thru the boring bits in titanic waiting for the good bit to start in couple of hours;95;19;0;0;[];1
861;neutral; fire and urban at rock challenge;59;8;0;1;['-'];0
862;negative;i cant believe i thought i had a morning shift today and told alex that i could take him to the airport his flight is during my shift;137;28;0;3;['`', '.', '!'];6
863;negative;my poor heather she didnt make the cheerleading squad im sorry babygirl maybe next year;90;15;0;3;[',', '.', '.'];3
864;neutral; well now i do;14;4;0;0;[];0
865;neutral; e crazzyyyy but just this summer cuz ci are very close to rd s;79;16;0;9;['!', '!', '!', '!', '!', '!', '!', '!', ':'];14
866;positive;i jus love doin night shiftswill be done in an hour;54;11;0;3;['.', '.', '.'];0
867;neutral;morning tweepleway to early again;34;5;0;1;[','];1
868;negative;i have to reupload the thing again;39;8;0;0;[];1
869;positive; you know your updates are really amusing how was the prop auctionhow much did that baseship bed go for;108;19;0;4;[',', '.', '?', '?'];3
870;positive;loves the fact that theres only days of school left;54;11;0;1;['`'];1
871;positive; oh no i hope its not bad;28;7;0;3;['!', '!', '`'];2
872;positive; awesomeam headin there that nite after my grad dinner c u then boi hehe;76;14;0;3;['.', '.', '!'];0
873;negative;beery yeah little rough this morning but more tonight and tomorrow night if all goes as planned caloric intake off the charts;128;22;0;2;[',', '.'];2
874;positive; aww congrats to the family send me piccies in the email;62;12;0;5;"[',', '.', ';', ')', '!']";2
875;positive;uber bored atm after out of the blue will have shower then watch house or numbrs vid then csi csi ny bones double yay;135;29;0;10;[',', ',', ',', '(', ')', '.', '.', '.', '.', '!'];20
876;neutral; i cant;10;2;0;2;['`', '.'];0
877;neutral;strongly agrees with jason about wolverine but not about hugh jackman sorry no kids for this mouse;103;17;0;4;[',', '.', '.', '.'];7
878;neutral; you okay bby;14;3;0;1;['?'];0
879;positive;okay okay sleep for realz now goodnight waves to followers;65;10;0;2;['!', '!'];1
880;negative;omg my mom just called im too late hes gone;50;10;0;7;[',', '.', '.', '.', '.', '.', '.'];3
881;negative;just lost my internet signal how will life go on;49;10;0;0;[];1
882;negative; sorry we didnt get a chance to chat at caught glimpse of you across room but was dragged home prematurely;122;21;1;2;['`', '.'];1
883;positive;buckley good for you mate sadly i couldnt get pissed tonight driving bad times;86;15;0;1;[','];2
884;negative;i just bit my tongue blood everywhere;42;7;0;4;['.', '!', '!', '!'];0
885;neutral;pulled up walmart aunt got out went in i fell asleep hours later were r you lol;90;19;0;6;['.', '.', '.', '.', '?', '!'];1
886;neutral;searching my home for a few things to cook them for dinner this evening its mothers day so guess who im eating with;117;23;0;2;['.', '`'];2
887;positive; very very cute and fun to watch;34;7;0;1;['.'];0
888;neutral;woke up at then fell back to sleep woke up at and back to sleep again woke up at and im staying awake morning;129;27;0;6;['.', '.', ':', '`', '!', '!'];11
889;positive;great weekend even though my site is not moved plenty other things to do and learn keeping the faith and looking to the future;129;24;0;3;[',', '.', '.'];3
890;negative; dont know it really hurt my arm guess you have to booze me or just ask or if you dont believe me;105;22;0;6;['`', '.', '.', '.', '`', '!'];0
891;negative;not going to the dance recital and now i feel like a piece of cuz it cost so much money;92;21;0;0;[];1
892;negative;tiiiiiiired going to bed drinking leads to making out with boys who you later forget their names dont drink kids goodnight;131;21;0;9;['!', '!', ',', '.', '.', '.', '.', '`', '.'];4
893;neutral; just been in that kind of mood not reason at all lol but ill try not to be too mushy around you i can behave;116;25;0;6;[',', '.', ',', '`', '!', '!'];4
894;positive; thats what doting husbands are for lol i hope that once my braces go on i can eat normally again;101;20;0;3;['!', '!', ','];5
895;negative; keeps getting such delayed responses why is my internet so messed up;73;13;0;4;"[';', '.', '?', '!']";0
896;neutral;and dont tell burnsy but no comparison between the rocky mountains and mountains in enlgland;94;16;0;1;['-'];0
897;negative; i know that is so sad i;27;7;0;2;[',', '.'];2
898;positive;good morning twits lets makes today x better than the one before start runnin;84;14;0;3;['!', '`', '!'];5
899;neutral; i could get away with it dare me ill go buy it tomorrow;59;13;0;3;['.', '?', '`'];2
900;positive; thanks man that sorted it i only ever remember ;58;10;0;3;['.', '.', '.'];3
901;positive;craigg hope your enjoying the moneyits looking real good to me right now;77;13;0;3;['.', '.', '`'];3
902;positive;this is my favourite shirt because its true grumpy a cute b huggable c life of the party d ;137;21;0;11;[',', '.', '.', ')', ')', ')', '(', ')', '.', '.', '.'];1
903;neutral;ok back to packing have been sitting in car charging phone as charger was left home as well;95;19;0;2;[',', '.'];2
904;positive;and thanks fr yr congratulatory gweetin;45;7;0;4;[',', ',', '.', '`'];0
905;negative; every time i have friday off sadly thats not too often;58;11;0;3;['.', ',', '`'];4
906;positive;star trek was good times;25;5;0;1;['.'];1
907;negative;the sun is not cool;19;5;0;0;[];1
908;negative; that was meeeaaannn people make mistakes ok lol;55;9;0;6;['.', '.', '.', '.', '?', '!'];0
909;positive;invisible car helps to boost recycling honest ;71;8;0;1;['.'];2
910;neutral;baby baby its gonna be all right when im by your side and the whole world turns against you i it when my ipod randoms bsb songs;135;28;0;7;[',', '`', '`', '.', '.', '.', '?'];7
911;positive;ha totally posting an update at amits lightning outside pretty;67;10;0;4;['.', '.', ',', '.'];4
912;positive; do a tour in the philippines sometime a lot of fans here would really love that;83;16;0;2;['.', '!'];3
913;negative;has broken off the fb wedding so sadly no longer has an excuse to get hauntingxealot to goulburn;98;19;0;0;[];1
914;neutral; you are kickable;21;3;0;4;['.', '.', '.', '.'];0
915;neutral;richie i also saw u on american idol great performance i see u will be at windsor in june commodores wont be there;120;24;0;2;[',', '`'];7
916;positive; nice clutch;12;2;0;0;[];0
917;positive;happy mothers day to all the mommies;37;7;0;1;['`'];3
918;neutral;just finished watching marley and me;38;6;0;2;"[""'"", ""'""]";3
919;positive;enjoying mothers day;21;3;0;1;['`'];3
920;neutral; everyone seems to love it but it felt kinda lazy and repetative to me i was really disappointed;100;18;0;3;[',', '.', '.'];2
921;neutral;roll on thursday;16;3;0;0;[];2
922;neutral;dadgum i think this nations shipping needs have shut down completely still no freight for carriers out there;111;18;0;3;[',', '.', '.'];2
923;neutral;cavs got lucky night lol but lebron took over and killed em another triple double;83;15;0;0;[];0
924;positive;wishing all the mommies out there a very happy day;53;10;0;3;['!', '!', '!'];1
925;negative;what did i learn today never post anything youve sold on ebay using royal mail they lose it i refund compos nowhere near my bad;135;26;0;7;['?', '`', '.', ',', ':', '`', '-'];5
926;negative; oh god yeah i forgot about that;35;8;0;2;[',', '!'];2
927;neutral; as long as you have someone to make out with lol;53;11;0;0;[];0
928;positive; ahaha its stuck in my head thanxx;35;7;0;1;"[';']";0
929;neutral; you arent following me so i cant send you a dm;50;11;0;3;[',', '.', '.'];3
930;negative;im poorly and cant sleep;26;5;0;2;['`', '`'];1
931;positive;happy star wars day may the th be with you read for more ;97;16;0;11;"['.', '.', '.', ""'"", ""'"", '.', '.', '.', '.', ';', ')']";5
932;neutral; i picked up a taco over lunch you got a guitar;51;11;0;4;['.', '.', '.', '.'];1
933;negative;buried under more web changes going to make lunch now i wont have a chance later too much to do;102;20;0;7;['.', '.', '.', '.', '`', '.', '.'];4
934;neutral;up is all sold out;22;5;0;4;"[""'"", ""'"", '!', '!']";1
935;positive;i hope everyone had a great weekend i will be here on and off today as i have important meetings today;105;22;0;1;['!'];3
936;neutral;gd whoaa kinda hard o that one that you think will be interesting enough to tell;82;16;0;1;[':'];1
937;positive; i love you guys youre the best;60;9;0;2;['-', '`'];0
938;neutral;listening music home all alone lol who wants come over hang with me lol;82;18;0;2;['!', '!'];4
939;negative; shut your face why are you so mean to me pedro is supposed to be the mean one;80;18;0;2;['!', '?'];14
940;neutral; or so a month i put my weeks notice in a little over a week ago my last day is this friday;97;23;0;4;['.', '`', ',', '!'];1
941;neutral;oh yea mspacers my boy just hooked up my page it looks kewl at least i think so and it only took him minutes wwwmyspacecommissmickey;138;26;0;3;['.', '.', '/'];0
942;positive;babe woo im getting mine on mondaycant wait x;49;9;0;2;['!', ','];0
943;positive; awww shes laavly i had to come in but ive got a stunning wee tan l yourself;88;19;0;9;"['`', ';', ')', '`', '(', ')', ';', ')', '?']";2
944;neutral; yes please and if youre gone i might actually get some work done lol;71;14;0;1;['`'];0
945;negative;im really getting sick ugh nursing homes laying in bed might go run later watch some more movies with austin sara sami left;135;25;0;5;['`', '!', ',', ',', '.'];5
946;negative; i saw you stalkerishly from the elevator but brookie was eating her moracca so we had to go;98;19;0;5;[',', '(', '?', ')', '.'];3
947;neutral; youtube ;23;5;0;12;['?', '?', '?', '-', '?', '?', '?', '?', '?', '?', '?', '?'];0
948;neutral;calling mum too ask if she can by icecream;43;9;0;1;['-'];0
949;neutral; having a very lazy day playing xbox and drinking tea;55;11;0;1;[','];0
950;negative; well thats disappointing to hear;37;5;0;1;['.'];1
951;positive; well if i use all my tweets will be the push to make me go to the shop and by the time im back it will be over hopefully;122;29;0;1;['.'];0
952;neutral;my mom just texted me and told me that rodney was chasing fireflies in their backyard awwwww im miss him ;134;21;0;2;['.', '`'];4
953;positive;is getting ready for bed happy mothers day to all the mothers out there;74;14;0;3;['.', '`', '!'];3
954;positive; blinks fast its better now lol thanks ;48;9;0;7;['(', ')', '.', '.', '.', ':', '-'];1
955;neutral;my legs are killing me now but i know its a good pain all in all;68;16;0;3;['.', '`', '.'];1
956;positive; cont a bastardized version of french its fun believe me;62;10;0;6;['(', ')', '?', '`', ',', '!'];2
957;positive; alas i am moving like where im moving too but the actual moving ugh wish i could go too;97;19;0;7;[',', '(', '`', ',', ',', ')', '!'];2
958;neutral;ready to go home;16;4;0;0;[];0
959;neutral;need to push diet to last level not too good last week lost lb better than a gain;87;20;0;3;['.', '.', '.'];2
960;positive;today jon doe plays at the moho ia m excited its gonna be funny but before i have to carry all the equipment and do the backline;135;27;0;3;['.', '.', '.'];3
